Year	Rating	Conference	Title	Author Names
1997	8.2	Action	Alif Laila	"Chauhan, Tarakesh;Datta, R.K.;Dave, Jyotin;Hegde, Kumar;Kapoor, Pramod;Mehta, Payan;Nagar, Sunil;Nawaz, Shah (IV);Pandey, Sunil (II);Raj, Vilas;Rajda, Mulraj;Shankar, Girja;Singh, Navdeep (I)"
1991	8.1	Comedy	Alim Dayi	"Bilgin, Metin;Ersoy, Ilhan;Karakullukcu, Esin;Kurucay, Kemal;Mehmet (IV);Tokmak, Bahadir;Unal, Cankut;Yildiran, B•À_lent"
1986	8.1	Comedy	All Is Forgiven	"Arkin, Adam;Braendel, Gregory;Bruns, Philip;Camp, Hamilton;Carl, Adam (I);Grier, David Alan;Knox, Terence;Lenz, Rick (I);McCracken, Jeff (I);Regalbuto, Joe;Steinfeld, Jake;Sumant (I);Wiley, Bill (I)"
1977	8.5	Comedy	All That Glitters	"Evigan, Greg;Greenleaf, Jim (I);Haskell, David (I);McCann, Chuck (I);Parker, Wes (I);Sandy, Gary;Thomerson, Tim (I)"
1965	8.6	Drama	Alle machen Musik	"Dietl, Harald;Kaden, Rolf;Nowka, Michael;Poremski, Erich;Schoenhals, Albrecht;Weichberger, Michael;Wilcke, Claus;Wildbolz, Klaus"
1968	8.6	Family	Alles dreht sich um Michael	"Bauer, Axel (I);Brandes, Reinhold;Dahlen, Klaus;Grafe, Andreas;Grothe, Manfred;Grothusen, Max;Gr•À_bel, Bernd;Herbst, Wilfried;Jaggberg, Kurt;Kaiser, Dieter (I);Lause, Hermann;M•À_nster, Klaus;Nowka, Michael;Peters-Arnolds, Pierre;Sonnenschein, Klaus;Stettner, Herbert"
2006	8.5	Comedy	Alles in Ordnung?	"Barrett, Ro;Francescon, Manuel;Green, Todd (V);Halver, Konrad;Kupczyk, Michael (I);Piper, Oliver;Ri•À_mann, J•À_rgen;Vahle, Jochen"
1998	8.5	Comedy	Alles kan beter	"Borgmans, Warre;Crets, Stany;De Smet, Jan;Heylen, Martin;Huybrechts, Carl;Mortier, Guy;Opbrouck, Wim;Sterckx, Dirk;Tieleman, Dirk;Uytterhoeven, Mark;Van den Hoof, Adriaan;Van Dyck, Tom;Vanoudenhoven, Rob"
2015	8.3	Comedy	Almost Actors	"Barrett, Megan (III);Carella, Nicholas;Coleman, Mike (I);Foster, Kynan;Groulx, Ben;LeBlanc, Julian;Mazur, Matt;McCullough, Steve;Pari•À_as, Mark Anthony;Wilson, Cody (XV);Wilson, Cody (XVI)"
2014	8.6	Comedy	Almost Asian	"Akizawa, Keisuke;Faiola, Mike;Finney, Brian T.;Lee, Gordon G.;Masaki, Hitoshi;Mizobe, Cary Y.;Porter, Steven M.;Quach, James;Sanz, Horatio;Smith, Johnny (XI);Sun Lee, Michael;Young, Harry Du"
1993	9.5	Comedy	Almost Home	"Affleck, Ben;Aulisio, Curnal Achilles;Birney, Frank;Brown, Elliott J.;Calvert, James (I);Costanzo, Robert;Federman, Wayne;Gleason, James (II);Gummersall, Devon;Kenner, Jacob;King, Perry (I);Lambert, Jay (I);Lawrence, Joseph (II);Leto, Jared;Logue, Donal;Marsden, Jason (I);Michaely, Joel;Norris, Lee (I);Panebianco, Richard;Rich, Christopher;Shera, Mark;Van Norden, Peter;Ventresca, Vincent;Whitehead, Paxton"
1984	8.3	Comedy	Almost Live!	"Billingsley, John (II);Cashman, Pat;Grohl, Dave;Haedt, Aaron;Hanauer, Chip;Harron, Scott;Jones, Davy (I);Jordan, Michael (I);Keister, John;McHale, Joel;Nelson, Bob (VII);Nye, Bill;Scully, David (I);Shafer, Ross;Shaw, Kaefan;Stainton, Bill;Suto, Darrell;Wilson, Steve (IV);Wyatt, Ed"
1998	8.4	Action	Alpha Bravo Charlie	"Ahmed, Wiqar;Kazmi, Aarshid;Khan, Faraz (IV);Khan, Malik Ata Muhammad;Khan, Qasim (III);Khan, Rana Shahbaz;Mahmood, Abdullah;Moeen, Rafar;Shaikh, Hashmat"
1963	8.5	Drama	Alsterstrasse	"Fischer, Ronni;Gerdesmann, Karl-Heinz;Striebeck, Peter;Thom, Peter (I);Wald, Siegfried;Wolff, Joachim"
1988	8.5	Drama	Always Afternoon	"Becker, Ben (I);Burke, Simon (I);Burton, Matthew (I);Concannon, Jon;Horst, Jochen;Kirchlechner, Dieter;Napier, Marshall;Polson, John;Trattnigg, Herbert"
2013	8.5	Drama	Al•À_m do Horizonte	"Angelkorte, Igor;Bardavid, Isaac;Borges, Alexandre (I);Calloni, Antonio;Camargo, Jo•À_o;Caparica, Cl•À_udio;Ciocler, Caco;Estrela, R•À_mulo;Expedito, Chico;Fontes, Guilherme;Gabus Mendes, C•À_ssio;Homci, Diego;Homci, Tiago;Muniz, Beg•À_;Nero, Alexandre;Novaes, Marcello;Paranhos, Eliseu;Ribeiro, Daniel S.;Rodrigues, Thiago (I);Rufino, J.P.;Salles, Lucas;Simas, Rodrigo;Tardio, Vinicius (I)"
2013	8.3	Comedy	America in Arabic	"Badreya, Sayed;Jobrani, Maz;Khalil, Ronnie;Youssef, Bassem"
1989	8.4	Comedy	America's Funniest Home Videos	"Anderson, Anthony (I);Anderson, Ernie (I);Bergeron, Tom;Blair, Bill (III);Burrows, Stephen;Butler, Daniel N.;Coolio;Dylan, Paris;Ford, Jim (III);Fugelsang, John;Harnell, Jess;Hurtt, Conrad;H•À_nks, D.A.;Knoll, Rod;Macaroni, Sam (I);Maio, Johnny;Maltzman, Jared;Mull, Martin;Neale, Nigel;Saget, Bob;Schroeder, David (I);Sorvig, Gregory;Stokes, Tim (I);USC Trojan Marching Band;Whitmire, Steve"
2008	8.7	Comedy	American Focus	"Gregory, Jacob;Valiyakallumkal, Josekutty;Vorob, Greg"
2003	8.2	Comedy	Amor Descarado	"Bardina, Jos•À_;Botero, William;Cabrera, Melvin;Chao;Dalmacci, Ricardo;Franco, Jos•À_ Luis (I);Garrido, Joaqu•À_n (I);Gonz•À_lez, V•À_ctor (I);Gutierrez, Josu•À_;Levermann, Roberto;Llamas, Jos•À_ •À_ngel;Malaver, Sabas;March, Gio;Marquez Pulita, J.C.;Mas, Adri•À_n;Moll, Roberto;Moreno, Pedro (VII);Parisi, Gabriel;Quevedo, Paulo C•À_sar;Rodr•À_guez, Juan (XXIII);Tapp•À_n, Christian;Tarajano, Rolando"
2005	8.5	Drama	Amor a Palos	"Behna, Abelardo;Cavallaro, Ezzio;Cidade, Edson Augusto Rodrigues;D'Alessandro, Luciano;Espinoza, Alexander;Ferrari, Miguel;L•À_pez, Alejandro (III);L•À_pez, Gabriel (II);Marrero, Leonardo;Messutti, Roberto;Pasqualotto, Giancarlo;Rodr•À_guez, Miguel Augusto;Sosa, Manuel (I);Valc•À_rcel, Javier"
2006	8.3	Comedy	Amor m•À_o	"Amador, Federico;Araiza, Ra•À_l (II);Bondoni, Uberto;Borghetti, Patricio;Bueno, Mauricio (I);Carnaghi, Roberto;Claudio, Ernesto;Colombo, Felipe;Colombo, Juan Carlos;Crowe, Russell;Cruise, Tom;de Santo, Dami•À_n;Dioguardi, Pasta;Fastlicht, Ricardo;Gibson, Mel (I);G•À_mez Bola•À_os, Roberto;Ib•À_•À_ez, Manuel 'Flaco';Mart•À_nez, Jorge (I);Ortega, Palito;Peyrano, Gerardo;Pitt, Brad;Riva Palacio, Ignacio;Rulli, Sebasti•À_n;Soler, Juan (II);Vald•À_s, Manuel 'Loco'"
2014	8.1	Drama	Amores Roubados	"Barbosa, Jesu•À_ta;Ben•À_cio, Murilo;Breda, Walter;Fabio, Antonio;Ferrario, C•À_sar;Haiut, Germano;Jaborandy, Claudio;Pessini, Orival;Prado, Osmar;Ramos, Igor (I);Ramos, Z•À_ (II);Reymond, Cau•À_;Santos, Irandhir;Tremouroux, Thierry;Vasconcelos, Jorge (II);Walker, Jo•À_o Fernando"
2004	8.2	Drama	Amores	"Anderson, Axel;Jarque, Joaquin;Logro•À_o, Sunshine;Monclova, Ren•À_;Morales, Jacobo;Pantojas, Antonio;Venegas, Rocky;Wirshing, Herman"
1991	8.1	Comedy	An Actor's Life for Me	"Brindley, Christopher;Culbertson, Rod;Davies, Gwynne (II);Flynn, Eric (I);Garfield-Henry, Antoni;Gordon Sinclair, John;Hattersley, Leslie;Hudson, Peter (XIII);Hunt, Gareth;Hyu, Paul Courtenay;Kelly, Henry (I);Marriott, Tim;Monckton, Patrick;Newark, Derek;Parris, Paul;Ridout, Gordon;Roberts, Dave (IV);Sampson, Roy;Sherrin, Scott;Spinetti, Victor;Swift, Jeremy;Taylor, Benedict (I);Weaver, Philip (I);Willmott, Phil;Woodvine, John"
1978	8.5	Drama	An Englishman's Castle	"Bate, Anthony;Bond, Philip (I);Edwards, Rob (I);Gilbert, Derrick (I);Hartley, Norman;Havers, Nigel;Holt, Derek (II);Hughes, Peter (II);Kalinski, Edward;Kydd, Jonathan;Meyer, David (I);More, Kenneth;Munro, Ian (II);Newth, Jonathan (I);Paul, David Roy;Peck, Brian (II);Sheldon, Louis;Stafford, Anthony (I);Thomas, Dyfed (I);Treves, Frederick (I)"
2010	8.1	Comedy	An Idiot Abroad	"Campbell, Luke (I);Chas & Dave;Chinegwundoh, Frank;Davis, Warwick (I);Gee, Andrew;Gervais, Ricky;Green, Benjamin (IV);Johnson, Jamie Jay;Maciel, Celso;Merchant, Stephen;O'Rourke, Tony;Pilkington, Karl;Raney, Marty;Romany, Ramy;Yee, Richard (V)"
1995	8.4	Comedy	An Independent Man	"Aintree, Stephen;Asprey, George;Cole, George (I);Corduner, Allan;Crowley, Dermot;Dyer, Clint (I);Gazzano, Joe;Jay, John Fitzgerald;Johnson, Karl (II);Kpobie, Joseph;Lebor, Stanley;Lermitte, Robin;MacLachlan, Colin;Salthouse, John;Simeon, David;Sterne, David;Tudor Owen, Sion;Venegas, Arturo;Warnaby, John"
2015	8.3	Drama	Anamnesis	"Beckner, Dan;Brown, Zach (X);Grashaw, Matt;Kaufman, Isaac;Liggett, Garrett;Makishima, Andrew;Monahan, Brian (I);Smith, Nathan Graham;Wilcox, Brad C."
2003	8.7	Comedy	Anders och M•À_ns	"Johansson, Anders (VI);Nilsson, M•À_ns (IV)"
1993	8.1	Comedy	Andersens julehemmelighed	"Bue, Claus;Hauch-Fausb•À_ll, S•À_ren;Olsen, Niels (I);Zeller, Torben;•À_stergaard, S•À_ren"
1991	8.5	Comedy	Andy e Norman	"Brambilla, Andrea;Buscemi, Massimo;Covatta, Giobbe;Formicola, Nino (I);Pistarino, Carlo"
1955	8.5	Comedy	Andy's Gang	"Cavanagh, Paul (I);Coo, Peter;Devine, Andy (I);Gilbert, Billy (I);Krugman, Lou;Marcel, Nino;Maren, Jerry;Rau, Bill;Rau, William Benegal;Reed, Alan (I);Scotti, Vito;Tollefson, Bud"
2009	8.4	Action	Ang babaeng hinugot sa aking tadyang	"Contis, Paolo;Dantes, Dingdong;De Leon, Justin (I);Eigenmann, Ryan;Escudero, Martin;Feir, John;Flores, Jace;Labrusca, Boom;Magalona, Arkin;Ortega, Robert (II);Padilla, Gene;Paraiso, Paolo;Rodriguez, Kiel;Santos, Kevin (I);Stefan, Prince;Valerio, Renz;Webb, Freddie"
2003	8.6	Drama	Ang iibigin ay ikaw pa rin	"Daluz, Cris;De Leon, Christopher (I);del Rosario, Chubi;Eigenmann, A.J.;Gil, Mark (I);Gomez, Richard (I);Goyena, Armando;Ravales, Polo"
2013	8.4	Comedy	Animated Atrocities	"Central, Thomas Memory;Enter, John"
2008	8.2	Comedy	Animenia	"Antwiler, Noah;Billany, Martin;Carmical, Justin;Daniel, Benjamin (I);DuFresne, William;Lovhaug, Lewis;Porteous, Phelan;Walker, Doug (VI)"
1968	8.4	Comedy	Anker auf und Leinen los!	"Beck, Horst;Ebel, Goran;Engelmann, Heinz;Erwig, Til;Gerlach, Dieter B.;Glaubrecht, Frank (I);Grabbe, Ernst;Hartig, Gerhard;Kreienbaum, Karl-Heinz;Maschmann, Edgar;Schmitt-Mainz, Kurt"
2012	8.3	Drama	Anna German	"Basharov, Marat;Milovanov, Konstantin;Sedrowski, Szymon"
2004	8.3	Family	Anna	"Anoop (III);George, Tom (IV);Madhupal;Ratheesh;Rizabawa"
1985	8.8	Drama	Anne of Green Gables	"Brown, Paul (IV);Collins, Robert (I);Crombie, Jonathan;Farnsworth, Richard;Haley, Robert (I);Hamilton, Stuart (I);Hansen, Joachim (I);Hughes, David (I);Ireland, Ray;Mather, Jack (II);McCann, Sean (I);Roberts, David (VIII);Smith, Cedric (I);Southgate, Rex;Sturgess, Peter;Ward, Zack (I)"
1987	8.2	Drama	Anne of Green Gables: The Sequel	"Booker, Fred;Carlson, Leslie;Chapman, Fraser;Collins, Robert (I);Converse, Frank;Crombie, Jonathan;Cryer, Richard;Donlevy, Martin;Fletcher, Michael (I);Foley, Dave (I);Fox, David (I);Franklin, Joe (IV);Gailbraith, Robert;Heath, Ian (I);Heffernan, Rod;Hughes, David (I);Jolliffe, Charles;Marcantonio, Jordan-Patrick;McCulloch, Bruce;O'Regan, James (I);Purcell, Lionel;Roberts, Chick;Sullivan, Hudson;Ward, Zack (I)"
1984	8.1	Drama	Annika	"Bergqvist, Kjell;Birdsall, Jesse;Blackwood, Vas;Bongenhielm, Anders;Boustedt, Christer;Drewry, Mark;Engstr•À_m, G•À_sta;Flinck, Thorsten;French, Adam (I);Hedman, Sten Johan;Henderson, Don (II);Jarvis, Andrew (I);Neal, David (I);Schofield, Leslie;Waltons, The;•À_sterberg, Birger"
2012	8.5	Comedy	Antique America	"Bubbles (X);Fabrizio, Anthony;Goldman, William (II);Hanks, Ron;Rubalcaba, Chris;Schoen, JohnRobert;Soldwisch, Jonathan"
2011	8.2	Family	Anubis Unlocked	"Kavanagh, Brad;Rickers, Jamie"
2008	8.3	Comedy	Anyone But Me	"Adams, Mitchell S.;Donnellon, Christopher;Etter, Jason;Harris, Hardhi;Holland, Joshua (I);Hubbard, Rob L.;Jordan, Russell (II);Lampone, Richard;May, Jesse (I);McAdams, John (II);Pascua, Matt;Ross, Garett;Via, Dan;Yoder, Johnny"
2011	8.2	Action	Ao no ekusoshisuto	"Bosch, Johnny Yong;Diakow, Tobias;Fujiwara, Keiji;Fukuyama, Jun;Guilbeau, Darrel;Iijima, Hajime;Kaji, Yuki;Kakihara, Tetsuya;Kamiya, Hiroshi;Koyama, Takehiro;Mallow, Dave;M•À_lleken, Patrick;Nakai, Kazuya;Oguro, Kazuhiro;Okamoto, Nobuhiko;Okiayu, Ry•À_tar•À_;Ono, Daisuke (I);Papenbrook, Bryce;Riegel, Sam;Yusa, K•À_ji"
1997	8.2	Drama	Aoi tori	"Aoyagi, Buntar•À_;Asano, Kazuyuki (I);Maeda, Gin;Nakaya, Noboru;Sakuraba, Hiromichi;Sano, Shir•À_;Toyokawa, Etsushi;Ukaji, Takashi"
2013	8.5	Comedy	Apartment 213	"Alvarez, Ryan (III);Ambalal, Hitesh;Banks, Tim (I);Chapple, Edmond;Creech, David (VI);Gold, Y.J.;Hayes, Jim (IX);Kekaula, Keoki (I);Mcalister, Michael;Parr, Cody"
1994	8.1	Comedy	Aprender a volar	"Barraza, Adri•À_n;Berm•À_dez, Gustavo;Carnaghi, Roberto;de Santo, Dami•À_n;Habud, Miguel;Huley, Pablo;Karpan, Mart•À_n;Kuzniecka, Daniel;L•À_piz, Fernando;Martin, Mat•À_as (I);Melingo, Marcelo;Pascali, Tino;Piraino, Marcelo;P•À_caro, Alfonso;Rotundo, Carlos;Shilton, Pablo;Tessi, Manuel;Thorry, Juan Carlos;Vicos, Diego;Zacco, N•À_stor"
1994	8.6	Comedy	Apres Match	"Cooke, Gary (I);Cooper, Risteard;Murphy, Barry (I)"
1997	9.3	Comedy	Apt. 2F	"Besser, Matt;Bush, John Thrall;Colbert, Stephen;Eigen, Jeff;Euton, Gary;Florentine, Jim;Galifianakis, Zach;Hammond, Darrell;Lennon, Thomas (III);Moody, Karl;Nelson, John O.;O'Neal, Patrice;Price, Matt (I);Roberts, Ian (II);Robinson, Keith (IV);Showalter, Michael (I);Sklar, Jason (I);Sklar, Randy (I);Wain, David;Walsh, Matt (I);Weinstein, Joshua (I)"
2008	8.1	Comedy	Aqu•À_ no hay quien viva - Colombia	"Abello, Jorge Enrique;Bayona, •À_lvaro;Benjumea, Ernesto;Calero, Carlos (I);Eslava, Sebastian;Forster-Delmas, Patrick;Hoyos, Diego Le•À_n;Jattin, Javier;Jherver, Luis;Medoza, Fabian;Otalvaro, Anderson;Posada, Juan Pablo (II);Ram•À_rez, Javier (VIII);Soto, Jorge Armando;Vasquez, Jimmy;Vega, Sebastian (IV);Vivanco, Gonzalo;•À_ngel, Gustavo (I)"
2008	8.3	Comedy	Aqu•À_ no hay quien viva	"Blanco, Eduardo (I);Carnaghi, Roberto;Casta•À_o, Ezequiel;Chendo, Gerardo;D•À_az, H•À_ctor (I);Hendler, Daniel (I);Mogordoy, Sebasti•À_n;P•À_rez Biscayart, Nahuel;Rau, Franco;Su•À_rez, Jorge (II);Torre, Mariano"
2007	8.3	Comedy	Arab Labor	"Dau, Salim;Idelman, Mariano;Issa, Norman"
2008	8.1	Action	Arby 'n' the Chief	"Anonymous, Khail;Graham, Jon (III);Greene, Bruce (I);Kast, Jordan;Mike, Microsoft (I);Sam, Microsoft;Tondorf, Woody"
1989	8.2	Drama	Arende	"April, Chris (I);Aucamp, Emile;Basson, Limpie;de Beer, Nico;Esterhuizen, Johan;Farmer, Richard (II);Grenville, Keith;Mahoney, Tim (I);Maritz, Albert;O'Shaughnessy, Brian (I);Oosthuizen, Hennie;Pieters, David;Potgieter, Lourens;Roberts, Ian (I);Roothman, Andre;Sieff, Percy;Steyn, Kobus;Theron, Flip;van den Berg, Gavin;van der Merwe, Chipi;Van Niekerk, Gert (I);van Rooyen, Gordon;White, James (III)"
2008	8.9	Comedy	Arestat la domiciliu	"Cambir, Costin;Spahiu, Gabriel (I);Toma, Cristian (I)"
2011	8.5	Family	Arise & Shine	"Baumann, Charles;Beckler, Thomas;Billadeau, Daryl;Brown, Aaron (XXXIII);Brown, Dave (XLIX);Cuellar, Elesio (I);Cuellar, Elesio (II);Mash, Lewis Marklin;Sides, Clarence;Tobey, Kevin (I);Tobey, Kevin (II);Vanderbrook, Ryan;Webber, Isaiah;Webber, Nathan (I);Winslow, Corey"
1992	8.3	Comedy	Arresting Behavior	"Balfour, Eric;Burmester, Leo;Eldard, Ron;Holman, Bruce;Mulkey, Chris (I);Simmrin, Joey"
2013	8.3	Action	Arrow: Blood Rush	"Blackthorne, Paul;Haynes, Colton (I)"
2002	8.4	Comedy	As If	"Burson, Bart;Dunne, Robin;Engen, Chris;Hughes, Derek (IV);Jackson, J.D. (I);Mackie, Anthony;Nesic, Alex;Rikaart, Greg;Sable, Wayne;Scott, Palmer;Stapleton, Christopher"
2007	8.4	Comedy	As the Bell Rings	"Butterwick, Cameron Brian;Cole, Collin;Edwards, Brady;Geek Squad;Ginsberg, Seth;Kavanagh, Brad;Krause, Nick (I);Oller, Tony;Rems, Kyle;Scott, Spencer (I);Vaughn, RJ"
2010	8.7	Comedy	Ashen's Tech Dump	"Ashen, Stuart;Ball, Rich (II);Partridge, Harry;Talbot, Mark (I);Talbot, Mark (II);Tomlinson, Dan (II)"
1970	8.4	Action	Ashita no J•À_	"Amamori, Masaji;Aoi, Teruhiko;Fujioka, J•À_kei;Hirokawa, Taichir•À_;Iizuka, Sh•À_z•À_;Kayumi, Iemasa;Kimotsuki, Kaneta;Kitamura, K•À_ichi;Kobayashi, Kiyoshi (I);Kuwahara, Takeshi (I);Masuoka, Hiroshi;Nagai, Ichir•À_;Nakae, Shinji;Nakamura, Sh•À_sei;Naya, Rokur•À_;Nishio, Toku;Ohtsuka, Chikao;Shiomi, Ry•À_suke;Tanonaka, Isamu;Yanami, J•À_ji"
2014	8.8	Drama	"Ashita, mama ga inai"	"Fujimoto, Kanata;Hasegawa, Tomoharu;Igarashi, Hinata;Isawa, Takayuki;It•À_, Meiken;Matsubayashi, Shinji;Matsumoto, Tench•À_;Mikami, Hiroshi;Miura, Sh•À_hei;Nishimura, Kazuhiko (I);Sakamoto, Mitsuki;Shirota, Y•À_;Sugita, Kippei;Tanaka, Kanau;Yoshino, Yasuomi"
2007	8.4	Drama	Asi	"Arslan, Kanbolat Gorkem;Bal, Kenan;Bozguney, Ibrahim;El•À_iboga, Emrah;Evren, Remzi;Hekimoglu, Salahsun;H•À_nal, Cemal;Kurtiz, Tuncel;Samancilar, Menderes;Saylak, Onur;Soysal, Saygin;Tekindor, •À_etin;Yildirim, Murat;•À_amur, Murat;•À_obanoglu, Necmettin"
2011	8.1	Comedy	Ask JackWagon	"Conrad, William (IV);Crawford, Patrick (V);Drugan, Darrin (II);Kasan, Steve (I)"
2005	8.7	Comedy	Ask a Ninja	"Bresler, Doug;Sarine, Douglas"
2013	8.4	Comedy	Ask a Slave	"Berntson, Kevin;Black, Jordan (I);Britton, Frank (II);Cohen, Brian Tyler;Darson, Navaris;Edwards, David (L);Faugno, Max;Feldman, J. Michael;Fowlie, Jimmy;Galante, Jeff;Gambino, Carl;Kalmar, Jeff;Lampert, Harrison;Long, Carl Brandt;Macintosh, Laird;Rachlis, Michael;Robbins, Daniel (III);Rowley, Jeremy (I);Ruel, Jim;Talbert, Drew;Traeumer, Christian;Williams III, Douglas MacArthur;Williams, Gary Anthony;Willman, Justin"
2008	8.9	Drama	Ask-i Memnu	"Akbulut, Baran;Aktug, Recep;Anthony, McKinley;Cabbar, Rana;Cihan, Alay;Karacakaya, Batuhan;Kizmaz, Ilker;Oraloglu, Bur•À_in;Tatlitug, Kivan•À_;Y•À_ntem, Sel•À_uk;•À_zata, Adem Yavuz"
2009	8.5	Family	Assorted Gems	"Han, Jin-hie;Lee, Hyun Jin;Lee, Il-min;Lee, Tae-gon (II);Park, Geun-hyeong"
1996	8.6	Comedy	Asylum	"Bailey, Bill (I);Barratt, Julian;Bloom, Adam (I);David Devant and his Spirit Wife;Haigh, Howard;Lovett, Norman;Moloney, John (I);Morocco, Paul;Naylor, Henry;O'Connor, Michael (XVI);O'Connor, Mick;Parsons, Andy (I);Pegg, Simon;Tonkinson, Paul;Walliams, David"
2015	8.1	Drama	As•À_ en el barrio como en el cielo	"Albores, Hugo;Alonso, Jos•À_ (I);Bernal, Juan Manuel (I);Cu•À_tara, Alejandro;Kauffmann, Gregory;Kotsifakis, Hector;Lama, Gerardo;Luj•À_n, Fernando;Mena, Miguel (III);Mestre, Richie;Mu•À_oz, Luis Carlos;Parra, H•À_ctor (I);Portillo, Pablo;P•À_ez, Abel Fernando;Torrea, Armando;Valdes, Rodolfo;Zacharski, Luciano;•À_lvarez, Carlos (I)"
2005	8.6	Drama	Atakku no. 1	"Aoyagi, Buntar•À_;Fukae, Takuji;Funakoshi, Eiichir•À_;Ishizuka, Yoshiyuki (I);Jimbo, Satoshi;Kikuchi, Kin'ya;Matsuo, Toshinobu;Morimoto, Ry•À_ji;Mukai, Seiichi;Nakamura, Shunsuke (I);Nakatsukasa, Kazutomo;Odera, Daisuke;Ry•À_, Raita;Shimizu, Sh•À_go"
2010	8.1	Drama	Atami no S•À_sakan	"Dan, Jiro;Hagiwara, Masato (I);Hida, Yasuhito;Iwamatsu, Ry•À_;Matsuo, Suzuki;Matsushige, Yutaka;Muramatsu, Toshifumi;Odagiri, J•À_;Tanaka, Tetsuji"
2008	8.6	Drama	Atsuhime	"Chinnery, Mark;Eita;Harada, Taiz•À_;Hira, Mikijir•À_;Hira, Takehiro;Keller, Josh;Kon, Takuya;Matsuda, Sh•À_ta;Miyake, Hiroki;Nagatsuka, Ky•À_z•À_;Okada, Yoshinori;Ozawa, Yukiyoshi;Sakai, Masato;Takahashi, Hideki (I);Takechi, Kenji;Takezai, Terunosuke"
2012	8.9	Action	Attack of the Pig-Zombies!	"Achilli, Michele;Covini, Ettore;Dezza, Pierluigi;Di Buono, Andrea;Pigozzi, Marco;Riccardi, Manuele;Russo, Riccardo (IV);Uberti, Mattia;Ventre, Giacomo"
2001	8.4	Comedy	Attention Scum	"Eldon, Kevin;Lee, Stewart (II);Mann, Roger (I);Munnery, Simon;Thomas, Richard (VII);Vegas, Johnny (I)"
1999	8.2	Comedy	Aufgemerkt! Pelzig unterh•À_lt sich	"Barwasser, Frank-Markus;Claassen, Utz;Fischer, Ottfried;Havener, Thorsten;Kaminer, Wladimir;Pronold, Florian;Sahner, Paul;Seehofer, Horst;Trittin, J•À_rgen;Waigel, Theo;Wickert, Ulrich"
1974	8.3	Comedy	Autoverleih Pistulla	"Collignon, Oliver;Fitz, Robert;Heite, Imo;Kraehkamp, Heinz-Werner;M•À_ller, Elmar;Oehme, Peter;Schmidtchen, Kurt;Waldherr, Hans"
2009	8.4	Drama	Autumn's Concerto	"Chang, Derrick;Chang, Harry (VI);Chao, Jet;Chen, Akio;Chen, Tzu-Hsien;Chen, Wei-min;Cheng, Yu-Chieh;Fu, Lei;Hsia, Ching-ting (I);Ku, Han Yun;Kuan, Chin-Tsung;Lin, Jun Yong;Lin, Kevin (I);Liu, Liang-tso;Tao, Chuan-cheng;Tseng, Figaro;Wen, Benny;Wen, Sheng-hao;Wu, Kang Jen;Wu, Vanness"
2009	8.2	Drama	Aveux	"Bilodeau, Vincent;Bruneau, •À_ric;Denomm•À_e, Maxime;Despins, Claude;Ferus, Jude;Fortin, Pierre-Alexandre;Gagnon, Claude (I);Gagnon, Ren•À_ (I);Gaudreau, Charles;Groleau, Patrice (II);Henley, Wilson;Lafontaine, Pascal;Laplante, Steve;Leblanc, Louis-David;McGinnis, Beno•À_t;Michaud, Christian;Nadon, Guy (I);Paquette, Pier;Robitaille, Guy;Vincent-Desrosiers, Omer"
2012	8.9	Comedy	Away We Happened	"Dinh, Chris;Kim, Victor;Lee, Ki Hong"
2011	8.3	Comedy	Awkward Universe	"Baranda, Ken;Bloom, Mark (I);Chase, Ray (II);De Diego, Alberto;Giroux, Ben;Gowland, Ryan;Little, Matthew (II);Lowe Jr., Arvie;McKain, Shannon;Moy, Matthew;Murray, Brennan (I);Pantoja, Arnie;Shepperd, Michael;Sofranko, Joe;Walker, Lathrop (I)"
1998	8.5	Drama	Azul tequila	"Arizpe, Edmundo;Berist•À_in, Arturo;Brek, Mart•À_n;Cansdales, C•À_sar;Casta•À_eda, •À_scar;Celaya, Jorge;Daniel, Leonardo;Gonz•À_lez, V•À_ctor (I);Goros, Tom•À_s;Guerra, Rogelio;Leal, Tom•À_s;Lu•À_vano, Pedro;Martinez, Wes (I);Massimi, Xavier;Ochmann, Mauricio;Raki (I)"
2008	8.6	Comedy	B. Boppin'	"Fischer, Kelsey;Gamble, Mike (III);Geckeler, Ian;Renard, Jack (I);Shakoour, Nick;Thao, Alexia;Thomas, Leilani"
2012	8.6	Comedy	BAMF Girls Club	"Marie, Beau (I);Murden, Alastair James;Navarro, Luis M."
2013	9.5	Comedy	BK Comedy Series	"Cooper, Emrhys;De La Mota, Orel;Devereux, Patrick;DuChesne, Derek;Edwards, Brandon (IV);Hansen, Stephen (I);Hawkes, Will (I);Infante, Marco;Jaine, Nick;Jones, Shane Warren;King, Michael (XII);Lansang, Francis;Leigh, Morgan (I);McEuen, Chris;Morrison, Ben (I);Parra, Marco;Prescott, Jon (I);Sanz-Katz, Aton;Seeley, Drew;Torres, Jeff;Wayne, Randy (I)"
