Conference,Year,Title,PaperType,Authors,Keywords
Vis,1994,An annotation system for 3D fluid flow visualization,C,Maria M. Loughlin;John F. Hughes,
Vis,1994,The design and implementation of the Cortex visualization system,C,Deb Banerjee;Chris Morley;Wayne Smith,"interactive, extensible, spray rendering, smart particles, visualization environment"
Vis,1994,UFAT-a particle tracer for time-dependent flow fields,C,David A. Lane,
Vis,1994,Visualizing 3D velocity fields near contour surfaces,C,Nelson L. Max;Roger Crawfis;Charles Grant,
Vis,1994,Visualizing flow over curvilinear grid surfaces using line integral convolution,C,Lisa K. Forssell,
Vis,1994,Volume rendering methods for computational fluid dynamics visualization,C,David S. Ebert;Roni Yagel;James N. Scott;Yair Kurzion,
Vis,1994,Streamball techniques for flow visualization,C,Manfred Brill;Hans Hagen;Hans-Christian Rodrian;Wladimir Djatschin;Stanislav V. Klimenko,
Vis,1994,User modeling for adaptive visualization systems,C,Gitta Domik;Bernd Gutkauf,
Vis,1994,Restorer: a visualization technique for handling missing data,C,Ray Twiddy;John Cavallo;Shahram M. Shiri,
Vis,1994,Spiders: a new user interface for rotation and visualization of n-dimensional point sets,C,Kirk L. Duffin;William A. Barrett,
Vis,1994,Parallel performance measures for volume ray casting,C,ClÃ¡udio T. Silva;Arie E. Kaufman,
Vis,1994,Fast surface rendering from raster data by voxel traversal using chessboard distance,C,Milos SrÃ¡mek,
Vis,1994,Differential volume rendering: a fast volume visualization technique for flow animation,C,Han-Wei Shen;Christopher R. Johnson 0001,
Vis,1994,Strata-various: multi-layer visualization of dynamics in software system behavior,C,Doug Kimelman;Bryan S. Rosenburg;Tova Roth,
Vis,1994,A library for visualizing combinatorial structures,C,Marc Najork;Marc H. Brown,
Vis,1994,Virtual reality performance for virtual geometry,C,Robert A. Cross;Andrew J. Hanson,
Vis,1994,GASP-a system for visualizing geometric algorithms,C,Ayellet Tal;David P. Dobkin,
Vis,1994,"The topology of symmetric, second-order tensor fields",C,Thierry Delmarcelle;Lambertus Hesselink,
Vis,1994,"Vortex tubes in turbulent flows: identification, representation, reconstruction",C,David C. Banks;Bart A. Singer,
Vis,1994,3D visualization of unsteady 2D airplane wake vortices,C,Kwan-Liu Ma;Z. C. Zheng,
Vis,1994,Feature detection from vector quantities in a numerically simulated hypersonic flow field in combination with experimental flow visualization,C,Hans-Georg Pagendarm;Birgit Walter,
Vis,1994,Visualizing flow with quaternion frames,C,Andrew J. Hanson;Hui Ma,
Vis,1994,An evaluation of reconstruction filters for volume rendering,C,Steve Marschner;Richard Lobb,
Vis,1994,Progressive transmission of scientific data using biorthogonal wavelet transform,C,Hai Tao;Robert J. Moorhead II,
Vis,1994,Wavelet-based volume morphing,C,Taosong He;Sidney W. Wang;Arie E. Kaufman,
Vis,1994,Isosurface generation by using extrema graphs,C,Takayuki Itoh;Koji Koyamada,
Vis,1994,Triangulation and display of rational parametric surfaces,C,Chandrajit L. Bajaj;Andrew V. Royappa,
Vis,1994,Piecewise-linear surface approximation from noisy scattered samples,C,Michael Margaliot;Craig Gotsman,
Vis,1994,Introducing alpha shapes for the analysis of path integral Monte Carlo results,C,Patrick J. Moran;Marcus Wagner,
Vis,1994,Visualizing polycrystalline orientation microstructures with spherical color maps,C,Boris Yamrom;John A. Sutliff;Andrew P. Woodfield,
Vis,1994,Implicit modeling of swept surfaces and volumes,C,William J. Schroeder;William E. Lorensen;Steve Linthicum,
Vis,1994,VolVis: a diversified volume visualization system,C,Ricardo S. Avila;Taosong He;Lichan Hong;Arie E. Kaufman;Hanspeter Pfister;ClÃ¡udio T. Silva;Lisa M. Sobierajski;Sidney W. Wang,
Vis,1994,"A distributed, parallel, interactive volume rendering package",C,John S. Rowlan;G. Edward Lent;Nihar Gokhale;Shannon Bradshaw,
Vis,1994,Integrated control of distributed volume visualization through the World-Wide-Web,C,Cheong S. Ang;David C. Martin;Michael D. Doyle,
InfoVis,1995,Visualisation for functional design,C,Robert Spence;Lisa Tweedie;Huw Dawkes;Hua Su,
InfoVis,1995,Towards a generative theory of diagram design,C,Klaus Reichenberger;Thomas Kamps;Gene Golovchinsky,
InfoVis,1995,Research report: information animation applications in the capital markets,C,W. Wright,
InfoVis,1995,Research report: improving browsing in information by the automatic display layout,C,Peter LÃ_ders;Rolf Ernst,
InfoVis,1995,SDM: malleable information graphics,C,Mei C. Chuah;Steven F. Roth;Joe Mattis;John Kolojejchick,"Interactive techniques, visualization, direct manipulation"
InfoVis,1995,The information mural: a technique for displaying and navigating large information spaces,C,Dean F. Jerding;John T. Stasko,
InfoVis,1995,Visualizing the non-visual: spatial analysis and interaction with information from text documents,C,James A. Wise;James J. Thomas;Kelly Pennock;D. Lantrip;M. Pottier;Anne Schur;V. Crow,
InfoVis,1995,VRMosaic: WEB access from within a virtual environment,C,Ian G. Angus;Henry Sowizral,"Virtual Reality, Mosaic, User Interface Components"
InfoVis,1995,IVEE: an Information Visualization and Exploration Environment,C,Christopher Ahlberg;Erik Wistrand,
InfoVis,1995,Research report. Interacting with huge hierarchies: beyond cone trees,C,S. Jeromy CarriÃ¨re;Rick Kazman,
InfoVis,1995,Research report. DataSpace: 3-D visualizations of large databases,C,Vinod Anupam;Shaul Dar;Ted Leibfried;Eric Petajan,
InfoVis,1995,Case study. Narcissus: visualising information,C,Robert J. Hendley;Nick S. Drew;Andrew Wood;Russell Beale,
InfoVis,1995,Case study. Visualising cyberspace: information visualisation in the Harmony Internet browser,C,K. Andrews,
InfoVis,1995,Case study: fishing for information on the Internet,C,R. Mitchell;David S. Day;Lynette Hirschman,
InfoVis,1995,Case study. A WWW viewpoint on scientific visualization: an EPA case study for technology transfer,C,Theresa-Marie Rhyne,
InfoVis,1995,Case study: an empirical investigation of thumbnail image recognition,C,C. A. Burton;L. J. Johnston;E. A. Sonenberg,
InfoVis,1995,Case study: visualizing Internet resources,C,Nahum D. Gershon;Joshua LeVasseur;Joel Winstead;J. Croall;A. Pernicks;William Ruh,
InfoVis,1995,Case study: 3D displays of Internet traffic,C,Kenneth C. Cox;Stephen G. Eick,
Vis,1995,Interval set: a volume rendering technique generalizing isosurface extraction,C,Baining Guo,
Vis,1995,Interactive maximum projection volume rendering,C,Michael D. McCool;Wolfgang Heidrich;John Stevens,
Vis,1995,Interactive realism for visualization using ray tracing,C,Robert A. Cross,
Vis,1995,A hardware acceleration method for volumetric ray tracing,C,Lisa M. Sobierajski;Ricardo S. Avila,
Vis,1995,"Defining, computing, and visualizing molecular interfaces",C,Amitabh Varshney;Frederick P. Brooks Jr.;David C. Richardson;William V. Wright;Dinesh Manocha,
Vis,1995,Visualization of biological sequence similarity search results,C,Ed Huai-hsin Chi;Phillip Barry;Elizabeth Shoop;John V. Carlis;Ernest F. Retzel;John Riedl,
Vis,1995,Enhancing transparent skin surfaces with ridge and valley lines,C,Victoria Interrante;Henry Fuchs;Stephen M. Pizer,
Vis,1995,Splatting of curvilinear volumes,C,Xiaoyang Mao;Lichan Hong;Arie E. Kaufman,
Vis,1995,On enhancing the speed of splatting with indexing,C,Insung Ihm;Rae Kyoung Lee,
Vis,1995,IFS fractal interpolation for 2D and 3D visualization,C,Craig M. Wittenbrink,
Vis,1995,Automated generation of visual simulation databases using remote sensing and GIS,C,Martin Suter;Daniel NÃ_esch,"remote sensing, geographic information systems,geographic databases,satellite images,classification, visual simulation, level of detail"
Vis,1995,Virtual GIS: a real-time 3D geographic information system,C,David Koller;Peter Lindstrom;William Ribarsky;Larry F. Hodges;Nickolas Faust;Gregory A. Turner,
Vis,1995,An architecture for retaining and analyzing visual explorations of databases,C,John Peter Lee;Georges G. Grinstein,"visual database exploration, database visualization, metadata, user modeling, interaction"
Vis,1995,An illustrated analysis of sonification for scientific visualisation,C,Rosane Minghim;A. Robin Forrest,
Vis,1995,A rule-based tool for assisting colormap selection,C,Lawrence D. Bergman;Bernice E. Rogowitz;Lloyd Treinish,
Vis,1995,Space walking,C,Andrew J. Hanson;Hui Ma,
Vis,1995,Fast multiresolution surface meshing,C,Markus H. Gross;Roger Gatti;Oliver G. Staadt,
Vis,1995,Sweeping simplices: a fast iso-surface extraction algorithm for unstructured grids,C,Han-Wei Shen;Christopher R. Johnson 0001,
Vis,1995,Interval volume: a solid fitting technique for volumetric data display and analysis,C,Issei Fujishiro;Yuji Maeda;Hiroshi Sato,"Volume visualization, surface fitting, isosurface, Marching cubes, atomic collision"
Vis,1995,Fast normal estimation using surface characteristics,C,Byeong-Seok Shin;Yeong-Gil Shin,
Vis,1995,Compression domain rendering of time-resolved volume data,C,RÃ_diger Westermann,"volume rendering, wavelet transforms, singularities, Lipschitz exponents"
Vis,1995,High-speed volume rendering using redundant block compression,C,GÃ_nter Knittel,
Vis,1995,Authenticity analysis of wavelet approximations in visualization,C,Pak Chung Wong;R. Daniel Bergeron,
Vis,1995,Direct rendering of Laplacian pyramid compressed volume data,C,Mohammad H. Ghavamnia;Xue D. Yang,
Vis,1995,Automatic generation of triangular irregular networks using greedy cuts,C,ClÃ¡udio T. Silva;Joseph S. B. Mitchell;Arie E. Kaufman,
Vis,1995,Legibility enhancement for information visualisation,C,Rob Ingram;Steve Benford,
Vis,1995,Subverting structure: data-driven diagram generation,C,Gene Golovchinsky;Klaus Reichenberger;Thomas Kamps,
Vis,1995,A model and a system for data-parallel program visualization,C,Thomas A. Wagner;R. Daniel Bergeron,
Vis,1995,Enhanced spot noise for vector field visualization,C,Wim C. de Leeuw;Jarke J. van Wijk,
Vis,1995,Interactive visualization of mixed scalar and vector fields,C,Lichan Hong;Xiaoyang Mao;Arie E. Kaufman,
Vis,1995,Vector plots for irregular grids,C,Don Dovey,
Vis,1995,Tensor product surfaces guided by minimal surface area triangulations,C,John K. Johnstone;Kenneth R. Sloan,"surface reconstruction, contour data, minimum area triangulation, Bezier surface, biomedical visualization"
Vis,1995,An extended data-flow architecture for data analysis and visualization,C,Greg Abram;Lloyd Treinish,
Vis,1995,High Dimensional Brushing for Interactive Exploration of Multivariate Data,C,Allen R. Martin;Matthew O. Ward,
Vis,1995,Recursive pattern: a technique for visualizing very large amounts of data,C,Daniel A. Keim;Mihael Ankerst;Hans-Peter Kriegel,"Visualizing Large Data Sets, Visualizing Multidimensional and Multivariate Data, Visualizing Large Sequential Data Sets, Recursive Visualization Techniques, Interfaces to Databases"
Vis,1995,Iconic techniques for feature visualization,C,Frank J. Post;Theo van Walsum;Frits H. Post;Deborah Silver,"scientific visualization, feature extraction, iconic visualization, attribute calculation"
Vis,1995,Voxel based object simplification,C,Taosong He;Lichan Hong;Arie E. Kaufman;Amitabh Varshney;Sidney W. Wang,
Vis,1995,3D computational steering with parametrized geometric objects,C,Jurriaan D. Mulder;Jarke J. van Wijk,
Vis,1995,Fast Algorithms for Visualizing Fluid Motion in Steady Flow on Unstructured Grids,C,Shyh-Kuang Ueng;Kris Sikorski;Kwan-Liu Ma,
Vis,1995,Optimization of time-dependent particle tracing using tetrahedral decomposition,C,David N. Kenwright;David A. Lane,
Vis,1995,Unsteady flow volumes,C,Barry G. Becker;Nelson L. Max;David A. Lane,
Vis,1995,Propositional n-traces: visualizing a problem in philosophical logic,C,Nathalie Prevost;Ray E. Jennings;Loki JÃ¶rgenson;F. David Fracchia,
Vis,1995,Qualitative analysis of invariant tori in a dynamical system,C,Daryl H. Hepting;Gianne Derks;Kossi D. Edoh;Robert D. Russell,
Vis,1995,Pictorial statistics-visualization of high-dimensional statistical distributions,C,Andreas A. MÃ_ller,
Vis,1995,Visualization for aerodynamic design of helicopter rotor blades,C,G. David Kerlick,
Vis,1995,Visualization of high speed aerodynamic configuration design,C,Monika Hannemann;Helmut Sobieczky,
Vis,1995,Volume-based reasoning and visualization of diecastability,C,Roni Yagel;Shao-Chiung Lu;Alec B. Rebello;R. A. Miller,
Vis,1995,A visualization tool for studying the development of the moss Physcomitrella patens,C,F. David Fracchia;Neil W. Ashton,
Vis,1995,Marching through the Visible Man,C,William E. Lorensen,
Vis,1995,Astronomers and their shady algorithms,C,Richard Gooch,
Vis,1995,Flow visualization in a hypersonic fin/ramp flow,C,Hans-Georg Pagendarm;Thomas Gerhold,
Vis,1995,"Case study: an integrated approach for steering, visualization, and analysis of atmospheric simulations",C,Yves Jean;Thomas Kindler;William Ribarsky;Weiming Gu;Greg Eisenhauer;Karsten Schwan;Fred Alyea,
Vis,1995,Turbulent flow visualization in computational and experimental hydraulics,C,A. E. Mynett;I. Ari Sadarjoen;A. J. S. Hin,
Vis,1995,Interactive 3D visualization of actual anatomy and simulated chemical time-course data for fish,C,Penny Rheingans;John Nichols,
Vis,1995,Visualizing the tracking and diving behavior of marine mammals: a case study,C,Guy W. Oliver,
Vis,1995,Case study: using spatial access methods to support the visualization of environmental data,C,Charles Falkenberg;Ravi Kulkarni,
InfoVis,1996,Visage: a user interface environment for exploring information,C,Steven F. Roth;Peter Lucas 0002;Jeffrey Senn;Cristina C. Gomberg;Michael B. Burks;Philip J. Stroffolino;John A. Kolojechick;Carolyn Dunmire,"Visualization, exploratory data analysis, graphics, user interface environment, human-computer interaction"
InfoVis,1996,Data characterization for automatically visualizing heterogeneous information,C,Michelle X. Zhou;Steven K. Feiner,
InfoVis,1996,Rapid prototyping of information visualizations using VANISH,C,Rick Kazman;S. Jeromy CarriÃ¨re,"information visualization, software tools, visual programming languages"
InfoVis,1996,On the semantics of interactive visualizations,C,Mei C. Chuah;Steven F. Roth,"information visualization, interactive techniques, user interfaces, automatic presentation systems, graphics"
InfoVis,1996,Techniques for non-linear magnification transformations,C,Alan Keahey;Edward L. Robertson,
InfoVis,1996,Distortion viewing techniques for 3-dimensional data,C,M. Sheelagh T. Carpendale;David J. Cowperthwaite;F. David Fracchia,"distortion viewing, screen layout, 3D interaction, information visualization, interface metaphors, interface design issues"
InfoVis,1996,"Selection: 524,288 ways to say ""this is interesting""",C,Graham J. Wills,
InfoVis,1996,Towards rich information landscapes for visualising structured Web spaces,M,Keith Andrews;Michael Pichler;Peter Wolf,
InfoVis,1996,Visualizing the results of multimedia Web search engines,M,Sougata Mukherjea;Kyoji Hirata;Yoshinori Hara,
InfoVis,1996,Minimally-immersive interactive volumetric information visualization,M,David S. Ebert;Chris Shaw 0002;Amen Zwa;Ethan L. Miller;D. Aaron Roberts,
InfoVis,1996,Interactive visualization of multiway tables,M,Kenneth C. Cox;Dianne Hackborn,
InfoVis,1996,FINESSE: a financial information spreadsheet,M,Amitabh Varshney;Arie E. Kaufman,
InfoVis,1996,Animating multidimensional scaling to visualize N-dimensional data sets,M,Chris Bentley;Matthew O. Ward,
InfoVis,1996,Dual multiresolution HyperSlice for multivariate data visualization,M,Pak Chung Wong;Andrew H. Crabb;R. Daniel Bergeron,
InfoVis,1996,Geospatial metadata querying and visualization on the WWW using Java<sup>TM</sup> applets,C,Naim Alper;Chuck Stein,
InfoVis,1996,Visualizing the global topology of the MBone,C,Tamara Munzner;Eric Hoffman;Kimberly C. Claffy;Bill Fenner,
InfoVis,1996,Visualizing usability log data,C,Mark Gray;Albert N. Badre;Mark Guzdial,
InfoVis,1996,DEPICT: Documents Evaluated as Pictures. Visualizing information using context vectors and self-organizing maps,C,David A. Rushall;Marc R. Ilgen,
